Degree,Major,Specialization,CGPA,Skills,Certification,Years of Experience,Preferred Industry,Job Role
MCA,Electronics,Deep Learning,8.39,"Python, Pandas, NumPy, Matplotlib, SQL, Statistics, Machine Learning, Power BI","AWS ML Specialty, Deep Learning Specialization",4,Healthcare,Data Scientist
B.Tech,Computer Science,Big Data,9.63,"Python, Pandas, NumPy, Matplotlib, SQL, Statistics, Machine Learning, Power BI","TensorFlow Developer, AWS ML Specialty",1,Automotive,Data Scientist
MCA,Information Technology,Big Data,6.66,"Python, PyTorch, Statistics, Machine Learning, EDA, Data Cleaning, Tableau",TensorFlow Developer,1,Telecom,Data Scientist
B.E,Computer Science,Deep Learning,6.83,"Python, Pandas, NumPy, Matplotlib, SQL, Statistics, Machine Learning, Power BI","AWS ML Specialty, Coursera ML by Andrew Ng",5,Telecom,Data Scientist
B.E,Mathematics,Big Data,8.85,"Python, Pandas, NumPy, Matplotlib, SQL, Statistics, Machine Learning, Power BI","Azure AI Engineer, Deep Learning Specialization, Coursera ML by Andrew Ng",0,IT,Data Scientist
MCA,Computer Science,Deep Learning,9.46,"Python, Pandas, NumPy, Matplotlib, SQL, Statistics, Machine Learning, Power BI","Deep Learning Specialization, Google Data Analytics, AWS ML Specialty",1,Healthcare,Data Scientist
M.Sc,Computer Science,Data Analytics,9.88,"Python, PyTorch, Statistics, Machine Learning, EDA, Data Cleaning, Tableau","Coursera ML by Andrew Ng, Deep Learning Specialization, AWS ML Specialty",1,Telecom,Data Scientist
M.Sc,Data Science,Machine Learning,8.68,"Python, PyTorch, Statistics, Machine Learning, EDA, Data Cleaning, Tableau","Coursera ML by Andrew Ng, Deep Learning Specialization",1,Telecom,Data Scientist
B.E,Computer Science,Big Data,8.31,"Python, R, Data Visualization, SQL, TensorFlow, Deep Learning, Excel","AWS ML Specialty, Deep Learning Specialization, Google Data Analytics",0,Automotive,Data Scientist
M.Sc,Electronics,Computer Vision,8.65,"Python, Pandas, NumPy, Matplotlib, SQL, Statistics, Machine Learning, Power BI","TensorFlow Developer, Azure AI Engineer",4,E-commerce,Data Scientist
MCA,Mathematics,AI,8.65,"Python, R, Data Visualization, SQL, TensorFlow, Deep Learning, Excel",AWS ML Specialty,4,Finance,Data Scientist
B.E,AI & ML,Data Analytics,9.32,"Python, Pandas, NumPy, Matplotlib, SQL, Statistics, Machine Learning, Power BI","Deep Learning Specialization, Google Data Analytics",2,Finance,Data Scientist
B.Tech,Electronics,Data Analytics,8.85,"Python, R, Data Visualization, SQL, TensorFlow, Deep Learning, Excel",Deep Learning Specialization,3,IT,Data Scientist
B.Tech,Computer Science,Deep Learning,7.12,"Python, Pandas, NumPy, Matplotlib, SQL, Statistics, Machine Learning, Power BI","Coursera ML by Andrew Ng, Deep Learning Specialization, Google Data Analytics",5,E-commerce,Data Scientist
B.Tech,AI & ML,AI,9.34,"Python, R, Data Visualization, SQL, TensorFlow, Deep Learning, Excel","Azure AI Engineer, Google Data Analytics",2,E-commerce,Data Scientist
M.Tech,Electronics,Machine Learning,8.39,"Python, R, Data Visualization, SQL, TensorFlow, Deep Learning, Excel",Azure AI Engineer,3,IT,Data Scientist
M.Tech,Mathematics,Deep Learning,9.78,"Python, R, Data Visualization, SQL, TensorFlow, Deep Learning, Excel","AWS ML Specialty, Google Data Analytics, Deep Learning Specialization",2,IT,Data Scientist
M.Tech,Mathematics,AI,9.62,"Python, PyTorch, Statistics, Machine Learning, EDA, Data Cleaning, Tableau","IBM Data Science, AWS ML Specialty",1,IT,Data Scientist
MCA,AI & ML,Machine Learning,7.36,"Python, R, Data Visualization, SQL, TensorFlow, Deep Learning, Excel","Coursera ML by Andrew Ng, Deep Learning Specialization, Google Data Analytics",4,Telecom,Data Scientist
BCA,Mathematics,AI,7.3,"Python, PyTorch, Statistics, Machine Learning, EDA, Data Cleaning, Tableau","AWS ML Specialty, Deep Learning Specialization, IBM Data Science",1,E-commerce,Data Scientist
M.Sc,Data Science,Computer Vision,7.81,"Python, R, Data Visualization, SQL, TensorFlow, Deep Learning, Excel",IBM Data Science,1,Finance,Data Scientist
M.Sc,Electronics,Machine Learning,8.97,"Python, PyTorch, Statistics, Machine Learning, EDA, Data Cleaning, Tableau",Deep Learning Specialization,4,IT,Data Scientist
BCA,Electronics,Data Analytics,9.5,"Python, R, Data Visualization, SQL, TensorFlow, Deep Learning, Excel","Deep Learning Specialization, Coursera ML by Andrew Ng, Azure AI Engineer",4,Healthcare,Data Scientist
M.Sc,Mathematics,Big Data,8.88,"Python, R, Data Visualization, SQL, TensorFlow, Deep Learning, Excel",AWS ML Specialty,3,Telecom,Data Scientist
M.Tech,Electronics,Big Data,7.45,"Python, Pandas, NumPy, Matplotlib, SQL, Statistics, Machine Learning, Power BI",Deep Learning Specialization,1,Research,Data Scientist
B.Tech,AI & ML,Big Data,7.79,"Python, Pandas, NumPy, Matplotlib, SQL, Statistics, Machine Learning, Power BI",Deep Learning Specialization,1,Telecom,Data Scientist
B.Tech,Mathematics,Computer Vision,8.04,"Python, PyTorch, Statistics, Machine Learning, EDA, Data Cleaning, Tableau","IBM Data Science, Coursera ML by Andrew Ng",3,Healthcare,Data Scientist
B.Tech,Information Technology,Deep Learning,9.62,"Python, R, Data Visualization, SQL, TensorFlow, Deep Learning, Excel","Deep Learning Specialization, Google Data Analytics, Azure AI Engineer",3,Research,Data Scientist
B.Tech,Mathematics,Computer Vision,8.91,"Python, Pandas, NumPy, Matplotlib, SQL, Statistics, Machine Learning, Power BI","TensorFlow Developer, IBM Data Science, AWS ML Specialty",4,Research,Data Scientist
B.E,Information Technology,Data Analytics,9.4,"Python, R, Data Visualization, SQL, TensorFlow, Deep Learning, Excel","Coursera ML by Andrew Ng, Deep Learning Specialization",3,Automotive,Data Scientist
M.Tech,Information Technology,Data Analytics,8.36,"Python, Pandas, NumPy, Matplotlib, SQL, Statistics, Machine Learning, Power BI",Coursera ML by Andrew Ng,0,E-commerce,Data Scientist
B.Tech,Mathematics,AI,8.53,"Python, PyTorch, Statistics, Machine Learning, EDA, Data Cleaning, Tableau","AWS ML Specialty, IBM Data Science",0,Automotive,Data Scientist
MCA,Computer Science,AI,7.92,"Python, PyTorch, Statistics, Machine Learning, EDA, Data Cleaning, Tableau",Coursera ML by Andrew Ng,0,E-commerce,Data Scientist
B.E,Electronics,Big Data,8.95,"Python, PyTorch, Statistics, Machine Learning, EDA, Data Cleaning, Tableau","Google Data Analytics, Deep Learning Specialization, TensorFlow Developer",2,Telecom,Data Scientist
B.E,Electronics,Data Analytics,8.19,"Python, Pandas, NumPy, Matplotlib, SQL, Statistics, Machine Learning, Power BI","IBM Data Science, Coursera ML by Andrew Ng",2,IT,Data Scientist
B.E,AI & ML,Machine Learning,8.83,"Python, R, Data Visualization, SQL, TensorFlow, Deep Learning, Excel","IBM Data Science, Coursera ML by Andrew Ng, Google Data Analytics",2,Healthcare,Data Scientist
M.Tech,Electronics,AI,8.65,"Python, R, Data Visualization, SQL, TensorFlow, Deep Learning, Excel",TensorFlow Developer,5,Telecom,Data Scientist
M.Sc,Data Science,Data Analytics,9.72,"Python, R, Data Visualization, SQL, TensorFlow, Deep Learning, Excel",AWS ML Specialty,4,Telecom,Data Scientist
MCA,Computer Science,Data Analytics,7.46,"Python, R, Data Visualization, SQL, TensorFlow, Deep Learning, Excel","IBM Data Science, Google Data Analytics, Azure AI Engineer",1,Research,Data Scientist
B.E,Electronics,Data Analytics,7.71,"Python, Pandas, NumPy, Matplotlib, SQL, Statistics, Machine Learning, Power BI","IBM Data Science, Coursera ML by Andrew Ng",5,IT,Data Scientist
B.E,Information Technology,Deep Learning,8.37,"Python, PyTorch, Statistics, Machine Learning, EDA, Data Cleaning, Tableau","Azure AI Engineer, Deep Learning Specialization",4,Telecom,Data Scientist
M.Tech,Data Science,Big Data,7.75,"Python, PyTorch, Statistics, Machine Learning, EDA, Data Cleaning, Tableau","Coursera ML by Andrew Ng, Deep Learning Specialization, TensorFlow Developer",3,Telecom,Data Scientist
B.E,Electronics,AI,8.22,"Python, PyTorch, Statistics, Machine Learning, EDA, Data Cleaning, Tableau","IBM Data Science, TensorFlow Developer",5,Healthcare,Data Scientist
B.Tech,Computer Science,AI,8.38,"Python, PyTorch, Statistics, Machine Learning, EDA, Data Cleaning, Tableau","Azure AI Engineer, IBM Data Science",4,IT,Data Scientist
M.Sc,Electronics,AI,8.92,"Python, PyTorch, Statistics, Machine Learning, EDA, Data Cleaning, Tableau","Coursera ML by Andrew Ng, TensorFlow Developer, Deep Learning Specialization",0,Telecom,Data Scientist
M.Tech,Information Technology,Deep Learning,9.61,"Python, TensorFlow, Keras, Deep Learning, Neural Networks, NLP, Computer Vision","AWS ML Specialty, IBM Data Science, TensorFlow Developer",0,IT,ML Engineer
M.Tech,Computer Science,AI,9.54,"Python, Scikit-learn, ML Ops, PyTorch, Feature Engineering, Model Deployment",Azure AI Engineer,2,Research,ML Engineer
M.Tech,Mathematics,AI,9.05,"Python, TensorFlow, Keras, Deep Learning, Neural Networks, NLP, Computer Vision","TensorFlow Developer, Deep Learning Specialization",5,Research,ML Engineer
B.E,Computer Science,Computer Vision,7.73,"Python, Scikit-learn, ML Ops, PyTorch, Feature Engineering, Model Deployment",AWS ML Specialty,3,Telecom,ML Engineer
B.Tech,Electronics,Big Data,8.7,"Python, Scikit-learn, ML Ops, PyTorch, Feature Engineering, Model Deployment","Coursera ML by Andrew Ng, TensorFlow Developer",1,Healthcare,ML Engineer
B.Tech,Mathematics,Deep Learning,9.22,"Python, NLP, Reinforcement Learning, Cloud Deployment, Big Data","Coursera ML by Andrew Ng, Deep Learning Specialization",4,E-commerce,ML Engineer
B.E,Information Technology,Machine Learning,7.13,"Python, Scikit-learn, ML Ops, PyTorch, Feature Engineering, Model Deployment","TensorFlow Developer, Google Data Analytics",0,Telecom,ML Engineer
MCA,AI & ML,Big Data,8.7,"Python, Scikit-learn, ML Ops, PyTorch, Feature Engineering, Model Deployment","Azure AI Engineer, Google Data Analytics, Coursera ML by Andrew Ng",3,Healthcare,ML Engineer
MCA,Data Science,Computer Vision,9.39,"Python, NLP, Reinforcement Learning, Cloud Deployment, Big Data","IBM Data Science, AWS ML Specialty",5,Automotive,ML Engineer
B.E,Electronics,Big Data,9.26,"Python, NLP, Reinforcement Learning, Cloud Deployment, Big Data","IBM Data Science, Coursera ML by Andrew Ng",5,Research,ML Engineer
M.Sc,Information Technology,Big Data,8.77,"Python, NLP, Reinforcement Learning, Cloud Deployment, Big Data",IBM Data Science,2,Research,ML Engineer
M.Tech,Data Science,Deep Learning,7.33,"Python, Scikit-learn, ML Ops, PyTorch, Feature Engineering, Model Deployment","Azure AI Engineer, Google Data Analytics",0,Research,ML Engineer
B.E,Electronics,AI,6.94,"Python, TensorFlow, Keras, Deep Learning, Neural Networks, NLP, Computer Vision","Azure AI Engineer, AWS ML Specialty, Google Data Analytics",1,IT,ML Engineer
MCA,Computer Science,Machine Learning,9.8,"Python, NLP, Reinforcement Learning, Cloud Deployment, Big Data","IBM Data Science, TensorFlow Developer, AWS ML Specialty",4,Research,ML Engineer
M.Sc,AI & ML,AI,7.29,"Python, Scikit-learn, ML Ops, PyTorch, Feature Engineering, Model Deployment","Coursera ML by Andrew Ng, Azure AI Engineer",5,Telecom,ML Engineer
B.E,AI & ML,Deep Learning,8.71,"Python, NLP, Reinforcement Learning, Cloud Deployment, Big Data","Google Data Analytics, Coursera ML by Andrew Ng, IBM Data Science",2,E-commerce,ML Engineer
B.E,Electronics,AI,9.27,"Python, NLP, Reinforcement Learning, Cloud Deployment, Big Data","AWS ML Specialty, Deep Learning Specialization, IBM Data Science",5,Healthcare,ML Engineer
M.Tech,Mathematics,Machine Learning,8.24,"Python, TensorFlow, Keras, Deep Learning, Neural Networks, NLP, Computer Vision",AWS ML Specialty,1,IT,ML Engineer
B.E,Mathematics,Machine Learning,9.11,"Python, Scikit-learn, ML Ops, PyTorch, Feature Engineering, Model Deployment",Coursera ML by Andrew Ng,4,Telecom,ML Engineer
M.Sc,AI & ML,AI,7.22,"Python, Scikit-learn, ML Ops, PyTorch, Feature Engineering, Model Deployment","IBM Data Science, Coursera ML by Andrew Ng",5,Automotive,ML Engineer
M.Sc,Data Science,Deep Learning,7.37,"Python, TensorFlow, Keras, Deep Learning, Neural Networks, NLP, Computer Vision",TensorFlow Developer,4,IT,ML Engineer
M.Sc,AI & ML,Deep Learning,6.6,"Python, TensorFlow, Keras, Deep Learning, Neural Networks, NLP, Computer Vision",Deep Learning Specialization,3,Automotive,ML Engineer
B.Tech,Information Technology,Computer Vision,7.25,"Python, TensorFlow, Keras, Deep Learning, Neural Networks, NLP, Computer Vision","AWS ML Specialty, Coursera ML by Andrew Ng, IBM Data Science",3,Telecom,ML Engineer
M.Tech,Computer Science,AI,8.86,"Python, TensorFlow, Keras, Deep Learning, Neural Networks, NLP, Computer Vision","AWS ML Specialty, Google Data Analytics",1,Research,ML Engineer
B.E,Electronics,Machine Learning,8.35,"Python, TensorFlow, Keras, Deep Learning, Neural Networks, NLP, Computer Vision","Deep Learning Specialization, Google Data Analytics, Azure AI Engineer",2,Healthcare,ML Engineer
M.Tech,Mathematics,Big Data,9.66,"Python, NLP, Reinforcement Learning, Cloud Deployment, Big Data","TensorFlow Developer, AWS ML Specialty",5,Healthcare,ML Engineer
BCA,Mathematics,Data Analytics,9.02,"Python, Scikit-learn, ML Ops, PyTorch, Feature Engineering, Model Deployment",Azure AI Engineer,1,E-commerce,ML Engineer
MCA,Mathematics,Big Data,7.7,"Python, Scikit-learn, ML Ops, PyTorch, Feature Engineering, Model Deployment","Coursera ML by Andrew Ng, Google Data Analytics, Azure AI Engineer",2,E-commerce,ML Engineer
B.E,Electronics,Big Data,8.01,"Python, TensorFlow, Keras, Deep Learning, Neural Networks, NLP, Computer Vision",Azure AI Engineer,1,E-commerce,ML Engineer
BCA,AI & ML,Data Analytics,7.31,"Python, NLP, Reinforcement Learning, Cloud Deployment, Big Data","AWS ML Specialty, Azure AI Engineer, Coursera ML by Andrew Ng",2,IT,ML Engineer
B.E,Mathematics,Big Data,7.24,"Python, Scikit-learn, ML Ops, PyTorch, Feature Engineering, Model Deployment","Coursera ML by Andrew Ng, Azure AI Engineer, Deep Learning Specialization",4,IT,ML Engineer
B.Tech,Information Technology,Big Data,7.67,"Python, Scikit-learn, ML Ops, PyTorch, Feature Engineering, Model Deployment","Deep Learning Specialization, AWS ML Specialty, Google Data Analytics",0,Research,ML Engineer
B.E,AI & ML,Machine Learning,7.42,"Python, NLP, Reinforcement Learning, Cloud Deployment, Big Data",Deep Learning Specialization,5,E-commerce,ML Engineer
M.Sc,Mathematics,Computer Vision,7.26,"Python, TensorFlow, Keras, Deep Learning, Neural Networks, NLP, Computer Vision",AWS ML Specialty,1,Research,ML Engineer
MCA,Computer Science,Computer Vision,8.52,"Python, Scikit-learn, ML Ops, PyTorch, Feature Engineering, Model Deployment",AWS ML Specialty,1,Telecom,ML Engineer
M.Tech,AI & ML,Big Data,9.87,"Python, Scikit-learn, ML Ops, PyTorch, Feature Engineering, Model Deployment","AWS ML Specialty, Google Data Analytics, Deep Learning Specialization",2,IT,ML Engineer
BCA,Mathematics,Big Data,6.85,"Python, Scikit-learn, ML Ops, PyTorch, Feature Engineering, Model Deployment","AWS ML Specialty, TensorFlow Developer",2,Research,ML Engineer
M.Tech,Computer Science,Data Analytics,8.94,"Python, NLP, Reinforcement Learning, Cloud Deployment, Big Data","Coursera ML by Andrew Ng, Deep Learning Specialization, IBM Data Science",3,Telecom,ML Engineer
BCA,Electronics,Big Data,8.03,"Python, NLP, Reinforcement Learning, Cloud Deployment, Big Data",Coursera ML by Andrew Ng,1,Automotive,ML Engineer
BCA,Mathematics,Computer Vision,7.38,"Python, TensorFlow, Keras, Deep Learning, Neural Networks, NLP, Computer Vision","Google Data Analytics, Deep Learning Specialization, Azure AI Engineer",4,Research,ML Engineer
M.Sc,AI & ML,Deep Learning,8.25,"Python, TensorFlow, Keras, Deep Learning, Neural Networks, NLP, Computer Vision","Deep Learning Specialization, AWS ML Specialty",5,E-commerce,ML Engineer
BCA,Mathematics,AI,9.39,"Python, TensorFlow, Keras, Deep Learning, Neural Networks, NLP, Computer Vision","Coursera ML by Andrew Ng, Google Data Analytics, Azure AI Engineer",2,Finance,ML Engineer
M.Sc,Mathematics,Big Data,9.14,"Python, NLP, Reinforcement Learning, Cloud Deployment, Big Data","Deep Learning Specialization, Google Data Analytics, AWS ML Specialty",5,Research,ML Engineer
B.Tech,Computer Science,Data Analytics,6.59,"Python, TensorFlow, Keras, Deep Learning, Neural Networks, NLP, Computer Vision","TensorFlow Developer, AWS ML Specialty",2,Finance,ML Engineer
BCA,Mathematics,Deep Learning,7.52,"Python, TensorFlow, Keras, Deep Learning, Neural Networks, NLP, Computer Vision",Azure AI Engineer,3,Research,ML Engineer
MCA,Electronics,Machine Learning,8.64,"Python, NLP, Reinforcement Learning, Cloud Deployment, Big Data","AWS ML Specialty, Deep Learning Specialization",4,Research,ML Engineer
B.E,Electronics,Computer Vision,8.99,"Python, Scikit-learn, ML Ops, PyTorch, Feature Engineering, Model Deployment","AWS ML Specialty, TensorFlow Developer, Coursera ML by Andrew Ng",3,IT,ML Engineer
B.Tech,Computer Science,Computer Vision,7.21,"Python, TensorFlow, Keras, Deep Learning, Neural Networks, NLP, Computer Vision","AWS ML Specialty, IBM Data Science",5,IT,ML Engineer
